"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Madre,Kaua'i,0.7,U.S.A.,3.5, ,Hawaii
Madre,Dominican,0.7,U.S.A.,2.5, ,Dominican Republic
Madre,Upala,0.7,U.S.A.,2.75, ,Costa Rica
Madre,"Chiapas, Triple Cacao",0.72,U.S.A.,2.75, ,Mexico
Maglio,Africa,0.75,Italy,2.0, ,Tanzania
Maglio,Ecuador,0.7,Italy,3.0,Forastero (Nacional),Ecuador
Maglio,Cuba,0.7,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,0.7,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,0.7,Italy,2.0, ,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,0.75,Madagascar,2.75,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,0.73,Madagascar,3.5,Trinitario,Madagascar
Malagos,"Davao, Mt. Talamo foothills",0.65,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",0.55,U.S.A.,3.5, ,Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",0.55,U.S.A.,2.75,Blend,Hawaii
Malmo,Chuao,0.7,Sweden,3.0, ,Venezuela
Mana,Ecuador,0.74,U.S.A.,2.5, ,Ecuador
Mana,Peru,0.74,U.S.A.,2.5, ,Peru
Mana,Venezuela,0.74,U.S.A.,2.75, ,Venezuela
Mana,Conacado,0.74,U.S.A.,3.75, ,Dominican Republic
Manifesto Cacao,Colombia,0.7,Colombia,2.75, ,Colombia
Manoa,Markham Valley,0.72,U.S.A.,3.5, ,Papua New Guinea
Manoa,Coto Brus,0.72,U.S.A.,3.75, ,Costa Rica
Manoa,"Waiahole, O'ahu",0.72,U.S.A.,3.75, ,Hawaii
Manoa,"Liberia, #174",0.72,U.S.A.,3.25, ,Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",0.72,U.S.A.,2.75, ,Hawaii
Manoa,Piura,0.72,U.S.A.,3.0, ,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",0.72,U.S.A.,3.25, ,Hawaii
Manufaktura Czekolady,Johe,0.7,Poland,3.75, ,Nicaragua
Manufaktura Czekolady,Peru,0.7,Poland,3.5, ,Peru
Manufaktura Czekolady,Porcelana,0.7,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,0.85,Poland,3.5, ,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,0.7,Poland,3.25, ,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,0.7,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,0.7,Poland,3.25, ,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",0.75,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"ROIG, 2014",0.7,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon, 2014",0.62,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,0.7,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",0.7,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",0.7,U.S.A.,3.5, ,Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",0.68,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,0.75,U.S.A.,2.75, ,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",0.72,U.S.A.,3.0, ,Tanzania
Map Chocolate,Le Chocolat Chaud,0.78,U.S.A.,3.5, ,Honduras
Marana,Piura,0.7,Peru,3.0, ,Peru
Marana,Cusco,0.7,Peru,2.75, ,Peru
Marana,San Martin,0.7,Peru,3.0, ,Peru
Marigold's Finest,Cacao Nib Crunch,0.75,Canada,3.25, , 
Marou,"Tan Phu Dong Island, Heart of Darkness",0.85,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,0.68,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",0.7,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",0.75,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,0.76,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,0.72,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",0.7,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,0.78,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,0.8,Vietnam,3.0,Trinitario,Vietnam
Marou,Lam Dong,0.74,Vietnam,3.5,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",0.65,U.S.A.,3.0, ,Costa Rica
Mars,Ivory Coast,0.65,U.S.A.,3.0, ,Ivory Coast
Mars,Nigeria,0.65,U.S.A.,3.25, ,Nigeria
Mars,"Ghana, prototype",0.65,U.S.A.,3.5,Forastero,Ghana
Marsatta,Dominican Republic,0.74,U.S.A.,2.25, ,Dominican Republic
Marsatta,Dominican Republic,0.89,U.S.A.,2.5, ,Dominican Republic
Martin Mayer,Alto Beni,0.76,Austria,2.75, ,Bolivia
Martin Mayer,Pisa,0.82,Austria,3.0, ,Haiti
Martin Mayer,Tumaco,0.74,Austria,3.25, ,Colombia
Mast Brothers,Guatemala,0.76,U.S.A.,3.0, ,Guatemala
Mast Brothers,Tanzania,0.74,U.S.A.,3.25, ,Tanzania
Mast Brothers,French Laundry 20th Anniversary,0.75,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,0.73,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Chuao,0.73,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,0.72,U.S.A.,3.5, , 
Mast Brothers,"Chuao, Med. Roast",0.76,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",0.7,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",0.81,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Moho River,0.7,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,Papua New Guinea,0.71,U.S.A.,2.75, ,Papua New Guinea
Mast Brothers,San Martin,0.75,U.S.A.,3.0, ,Peru
Mast Brothers,Conacado,0.73,U.S.A.,3.25, ,Dominican Republic
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",0.74,U.S.A.,3.75, ,Dominican Republic
Mast Brothers,Patanemo,0.81,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,0.75,U.S.A.,3.0, ,Venezuela
Mast Brothers,"Dominican Republic, Coop",0.7,U.S.A.,3.25, ,Dominican Republic
Matale,"Malekula P., 2013",0.72,Australia,3.5,Trinitario,Vanuatu
Matale,"Somia, 2013",0.68,Australia,4.0,Trinitario,Madagascar
Matale,"Kulili P., 2013",0.74,Australia,4.0,Trinitario,Papua New Guinea
Matale,Blend,0.7,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Maverick,Maya Mountain,0.7,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,0.7,U.S.A.,3.25, ,Dominican Republic
Maverick,Tumbes,0.82,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",0.63,U.S.A.,3.5,Criollo,Peru
Mayacama,Hispaniola,0.72,U.S.A.,3.0, ,Domincan Republic
Meadowlands,Bolivia,0.7,U.S.A.,2.5, ,Bolivia
Meadowlands,Venezuela,0.7,U.S.A.,2.75, ,Venezuela
Meadowlands,Belize,0.7,U.S.A.,3.0,Trinitario,Belize
Meadowlands,"Nicaragua, w/ inbs",0.7,U.S.A.,3.0, ,Nicaragua
Meadowlands,Dominican Republic,0.7,U.S.A.,3.5, ,Dominican Republic
Menakao (aka Cinagra),Madagascar,0.8,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,0.72,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,El Salvador,0.8,Honduras,2.75, ,El Salvador
Mesocacao,El Salvador,0.7,Honduras,3.0, ,El Salvador
Mesocacao,Honduras,0.8,Honduras,3.25, ,Honduras
Mesocacao,Honduras,0.7,Honduras,3.5, ,Honduras
Mesocacao,"La Tronca, Matagalpa",0.7,Honduras,3.25, ,Nicaragua
Mesocacao,"La Tronca, Matagalpa",0.8,Honduras,3.5, ,Nicaragua
Metiisto,"Fazenda Sempre Firme P., Bahia",0.7,Sweden,3.0, ,Brazil
Metiisto,Akesson Estate,0.72,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,0.7,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,"Chiapas, Mokaya P.",0.66,France,3.75, ,Mexico
Michel Cluizel,"Carenero Superior, Concepcion",0.66,France,3.5,Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,0.67,France,3.5,Forastero,Sao Tome
Michel Cluizel,Carre Amer,0.6,France,2.0, , 
Michel Cluizel,Carre Grand Noir,0.85,France,2.0, , 
Michel Cluizel,Tamarina,0.7,France,3.0,Forastero,Sao Tome
Michel Cluizel,Los Ancones P.,0.67,France,4.0, ,Dominican Republic
Michel Cluizel,Mangaro P.,0.65,France,4.0,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,0.64,France,4.0, ,Papua New Guinea
Michel Cluizel,Noir Infini,0.99,France,2.0, , 
Middlebury,Maya Mountain,0.8,U.S.A.,3.5,Trinitario,Belize
Middlebury,San Juan Estate,0.7,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,Oko Caribe,0.75,U.S.A.,3.75, ,Dominican Republic
Middlebury,"Patanemo, Epoch, Donaldo",0.75,U.S.A.,3.75, ,Venezuela
Middlebury,Kokoa Kamili,0.75,U.S.A.,3.25, ,Tanzania
Middlebury,"Matagalpa, Cacao Bisiesto",0.7,U.S.A.,3.5, ,Nicaragua
Middlebury,La Red,0.75,U.S.A.,2.5, ,Dominican Republic
Middlebury,Belize,0.8,U.S.A.,3.25,Trinitario,Belize
Middlebury,Houseblend,0.65,U.S.A.,1.5, , 
Middlebury,Alto Beni,0.75,U.S.A.,2.0,Criollo,Bolivia
Middlebury,"Balinese, Java",0.7,U.S.A.,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,0.7,U.S.A.,2.5,Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,0.7,U.S.A.,3.5, ,Ecuador
Mindo,Ecuador,0.67,U.S.A.,2.75, ,Ecuador
Mindo,Ecuador,0.77,U.S.A.,2.75, ,Ecuador
Minimal,"Acul-du-Nord, 2015",0.7,Japan,3.5,"Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa, Bahia",0.75,Brazil,3.75, ,Brazil
Mission,"Bahia, Fazenda Venturosa",0.7,Brazil,3.5,Forastero (Parazinho),Brazil
Mita,Tumaco,0.65,Colombia,2.5, ,Colombia
Moho,"Toledo District, w/ nibs",0.73,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,0.72,U.S.A.,3.0,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",0.67,U.S.A.,2.75,Trinitario,Belize
Molucca,La Red,0.7,U.S.A.,3.0, ,Domincan Republic
Molucca,Indonesia,0.7,U.S.A.,2.75, ,Indonesia
Molucca,Peru,0.7,U.S.A.,3.25, ,Peru
Momotombo,Matagalpa,0.7,Nicaragua,2.75, ,Nicaragua
Momotombo,Mombacho,0.7,Nicaragua,2.75, ,Nicaragua
Momotombo,Oscuro,0.7,Nicaragua,3.25, ,Nicaragua
Monarque,Oko Caribe,0.72,Canada,3.5, ,Dominican Republic
Monsieur Truffe,Papaua New Guinea,0.7,Australia,3.25, ,Papua New Guinea
Montecristi,Manabi,0.7,Ecuador,3.25, ,Ecuador
Montecristi,Manabi,0.63,Ecuador,3.5, ,Ecuador
Montecristi,Manabi,0.85,Ecuador,3.5, ,Ecuador
Muchomas (Mesocacao),Nicaragua,0.7,U.S.A.,3.5, ,Nicaragua
Muchomas (Mesocacao),Nicaragua,0.8,U.S.A.,3.5, ,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",0.68,U.S.A.,2.75, ,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",0.71,U.S.A.,2.75, ,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",0.68,U.S.A.,2.75, ,Madagascar
Mutari,"Tien Giang, batch 1 SRB",0.8,U.S.A.,3.0,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",0.58,Costa Rica,2.5, ,Costa Rica
Nahua,"Costa Rica, Oscuro",0.7,Costa Rica,3.0, ,Costa Rica
Naive,Trinidad & Tobago,0.7,Lithuania,3.75, ,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",0.78,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Grenada,0.71,Lithuania,2.5,Trinitario,Grenada
Na�ve,Nicaragua,0.7,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Chuao,0.75,Lithuania,2.75,Trinitario,Venezuela
Na�ve,Barinas,0.7,Lithuania,3.0, ,Venezuela
Nanea,Criollo Blend,0.85,U.S.A.,3.5, ,Hawaii
Nathan Miller,Peru,0.72,U.S.A.,2.25, ,Peru
Nathan Miller,Hispaniola,0.7,U.S.A.,2.5, ,Dominican Republic
Nathan Miller,Madagascar,0.735,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,0.7,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,0.7,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,0.67,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,0.73,Belgium,1.0, , 
Neuhaus (Callebaut),West Africa,0.73,Belgium,2.0,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,0.75,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,0.71,Belgium,3.0,Criollo,Venezuela
Nibble,Patanemo,0.72,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P.,0.72,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",0.72,U.S.A.,3.0,Trinitario,Madagascar
Nibble,Tumbes,0.72,U.S.A.,3.0,Criollo,Peru
Night Owl,Peru,0.75,U.S.A.,2.75, ,Peru
Night Owl,Ecuador,0.75,U.S.A.,3.5, ,Ecuador
Noble Bean aka Jerjobo,Ghana,0.75,U.S.A.,3.0,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,0.75,U.S.A.,3.0,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,0.75,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,0.7,U.S.A.,3.0, ,Venezuela
Noir d' Ebine,Ecuador,0.7,U.S.A.,3.0, ,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",0.7,Nicaragua,3.0, ,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",0.75,Niacragua,2.75, ,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",0.8,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana, 2013",0.7,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador, 2013",0.7,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo, 2013",0.7,U.S.A.,3.0,Criollo,Venezuela
Nuance,"Sambirano Valley, 2012",0.7,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,0.7,U.S.A.,3.75, ,Dominican Republic
Nugali,Fazenda Leolinda,0.7,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,0.7,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,0.7,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",0.7,Chile,3.75,Criollo,Peru
Ocelot,Virunga,0.7,Scotland,3.75,Forastero,Congo
Ocelot,Piura,0.75,Scotland,4.0,Criollo,Peru
Ocho,Sang Yum Coop,1.0,New Zealand,2.75, ,Samoa
Ocho,Sang Yum Coop,0.7,New Zealand,3.5, ,Samoa
Ocho,"PNG, Devotion",0.66,New Zealand,2.75, ,Papua New Guinea
Ocho,"PNG, Revolution",0.7,New Zealand,3.0, ,Papua New Guinea
Ocho,"PNG, Voodoo",0.88,New Zealand,3.25, ,Papua New Guinea
Ocho,"PNG, Nib Bar",0.74,New Zealand,3.5, ,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",0.7,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,0.7,U.S.A.,3.0, ,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",0.7,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,0.72,U.S.A.,3.0, ,Dominican Republic
Olive and Sinclair,Ghana prototype,0.72,U.S.A.,3.0,Forastero,Ghana
Olive and Sinclair,Dark 67,0.67,U.S.A.,2.75, ,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,0.75,U.S.A.,3.0, ,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,0.76,Canada,2.0, ,Carribean
Olivia,Carribean,0.76,Canada,2.75, ,Carribean
Olivia,Carribean,0.85,Canada,2.75, ,Carribean
Olivia,Carribean-Raw,0.85,Canada,3.0, ,Carribean
Omanhene,Ghana,0.8,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",0.7,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,0.7,Iceland,3.0, ,Papua New Guinea
Omnom,Madagascar,0.66,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,0.74,Canada,2.75,Trinitario,Belize
organicfair,La Red,0.72,Canada,2.75, ,Dominican Republic
organicfair,Nicaraqua,0.72,Canada,2.75,Trinitario,Nicaragua
organicfair,Caribe,0.72,Canada,3.0, ,Dominican Republic
organicfair,Mindo,0.72,Canada,3.0,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,0.68,Switzerland,2.75, ,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",0.8,Switzerland,3.25,Blend, 
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",0.66,Switzerland,3.75, ,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",0.7,Switzerland,3.0,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",0.75,Switzerland,3.0,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",0.68,Switzerland,3.25, ,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",0.6,U.S.A.,3.0,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",0.6,U.S.A.,3.0, ,Hawaii
Orquidea,Peru,0.65,Peru,3.0, ,Peru
Orquidea,Peru,0.72,Peru,3.0, ,Peru
Pacari,"Sierra Nevada, Tutu Iku",0.7,Ecuador,4.0, ,Colombia
Pacari,Garaua,0.7,Ecuador,3.25, ,Ecuador
Pacari,Cumbia,0.7,Ecuador,3.5, ,Ecuador
Pacari,Montubia,0.7,Ecuador,3.75, ,Ecuador
Pacari,Tangara,0.7,Ecuador,4.0, ,Ecuador
Pacari,"Ecuador, raw",0.85,Ecuador,2.75, ,Ecuador
Pacari,Piura,0.7,Ecuador,4.0, ,Peru
Pacari,Nube- prototype,0.7,Ecuador,3.5, ,Ecuador
Pacari,Esmeraldas,0.6,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,0.65,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,0.72,Ecuador,3.0,Forastero (Arriba),Ecuador
Pacari,Raw,1.0,Ecuador,2.0,Forastero (Arriba),Ecuador
Pacari,Raw,0.7,Ecuador,3.5,Forastero (Arriba),Ecuador
Palette de Bine,Lachua,0.7,Canada,2.75, ,Guatemala
Palette de Bine,Maya Mtn,0.72,Canada,3.0,Trinitario,Belize
Palette de Bine,"Silvestre, La Paz, Beni",0.7,Canada,3.25, ,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",0.7,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,0.72,Canada,3.5, ,Tanzania
Palette de Bine,Lam Dong,0.72,Canada,3.75,Trinitario,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",0.72,Canada,2.75, ,Bolivia
Palette de Bine,Sambirano,0.78,Canada,3.75,Trinitario,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",0.75,Canada,2.75, ,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,0.75,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,0.7,Canada,3.75,Trinitario,Trinidad
Pangea,Matasawalevu,0.76,Spain,3.0, ,Fiji
Park 75,South America,0.65,U.S.A.,3.5, ,South America
Parliament,Kilombero Valley,0.7,U.S.A.,3.25, ,Tanzania
Parliament,"Lachua, Q'egchi families",0.7,U.S.A.,3.5, ,Guatemala
Parliament,Alto Beni,0.7,U.S.A.,3.0, ,Bolivia
Parliament,Oko Caribe,0.7,U.S.A.,3.5, ,Dominican Republic
Pascha,Peru,0.55,Peru,2.5, ,Peru
Pascha,Peru,0.7,Peru,2.75, ,Peru
Patric,Signature Blend,0.7,U.S.A.,3.75,Blend, 
Patric,Madagascar,0.75,U.S.A.,4.0,Trinitario,Madagascar
Patric,Madagascar,0.67,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",0.7,U.S.A.,3.5,Trinitario,Venezuela
Patric,Madagascar,0.7,U.S.A.,4.0,Trinitario,Madagascar
Patric,"Piura, Choc. Garage Exclusive",0.67,U.S.A.,4.0, ,Peru
Paul Young,"Madagascar, w/ shell",0.73,U.K.,2.25,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",0.64,U.K.,2.75,Trinitario,Madagascar
Peppalo,Dominican Republic,0.82,U.S.A.,3.0, ,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",0.7,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,Chuao,0.75,Belgium,3.0,Criollo,Venezuela
Pierre Marcolini,Trinite,0.75,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,"Baracoa, Cuba",0.78,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",0.85,Belgium,3.0,Criollo,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",0.72,Belgium,3.0,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",0.72,Belgium,3.0,Criollo,Mexico
Pierre Marcolini,Cabosse,0.7,Belgium,4.0,Blend,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",0.72,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",0.72,Belgium,4.0,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,0.85,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",0.72,Belgium,4.0,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu, Java",0.72,Belgium,3.0,Criollo,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",0.72,Belgium,4.0,Criollo,Venezuela
Pinellas,Wampusirpi Region,0.8,U.S.A.,2.5, ,Honduras
Pitch Dark,Tenor,0.62,U.S.A.,2.5, ,Nicaragua
Pitch Dark,Johe,0.8,U.S.A.,2.75, ,Nicaragua
Pitch Dark,Chuno,0.8,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,0.8,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,0.8,U.S.A.,3.25, ,Nicaragua
Pitch Dark,Akesson Estate,0.73,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Namau Village,0.73,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",0.73,U.S.A.,3.25, ,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",0.73,U.S.A.,3.5, ,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",0.76,U.S.A.,2.5, ,Dominican Republic
Pomm (aka Dead Dog),Peru,0.82,U.S.A.,2.75,Criollo,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",0.7,U.S.A.,3.75, ,Domincan Republic
Potomac,"Cuyagua, 2013",0.7,U.S.A.,3.75, ,Venezuela
Potomac,Upala w/ nibs,0.7,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala, Batch 18",0.7,U.S.A.,3.0,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",0.7,U.S.A.,2.75, ,Peru
Potomac,Bahia,0.7,U.S.A.,3.5, ,Brazil
Potomac,"Upala, Batch 12",0.82,U.S.A.,3.75,Matina,Costa Rica
Pralus,Peru,0.75,France,3.25, ,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",0.75,France,3.25,Criollo (Porcelana),Venezuela
Pralus,Chuao,0.75,France,3.5,Trinitario,Venezuela
Pralus,Cuyagua,0.75,France,2.0, ,Venezuela
Pralus,Papouasie,0.75,France,3.0,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",1.0,France,3.0,Criollo,Madagascar
Pralus,Dominican Republic-Organic,0.75,France,2.0, ,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",0.75,France,3.5, ,Brazil
Pralus,Claudio Corallo w/ nibs,0.75,France,4.0,Forastero,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",0.75,France,3.0,Forastero,Brazil
Pralus,Tanzania,0.75,France,3.5,Criollo,Tanzania
Pralus,Sao Tome & Principe,0.75,France,3.5,Forastero,Sao Tome & Principe
Pralus,Trinidad,0.75,France,3.5,Trinitario,Trinidad
Pralus,"Madagascar, Nosy Be Isle.",0.75,France,3.75,Criollo,Madagascar
Pralus,"Java, Indonesie",0.75,France,3.5,Criollo,Indonesia
Pralus,"Barlovento, Venezuela",0.75,France,3.5,Trinitario,Venezuela
Pralus,Jamaique,0.75,France,4.0,Trinitario,Jamaica
Pralus,Equateur,0.75,France,3.0,Trinitario,Ecuador
Pralus,Vanuatu,0.75,France,3.0,Trinitario,Vanuatu
Pralus,Ghana,0.75,France,3.25,Forastero,Ghana
Pralus,Colombie,0.75,France,3.5,Trinitario,Colombia
Pralus,Fortissima,0.8,France,4.0,"Criollo, Trinitario",Ecuador
Pralus,Cuba,0.75,France,3.0,Trinitario,Cuba
Pralus,"Caracas, Venezuela and Ghana",0.75,France,3.0,"Trinitario, Forastero","Venezuela, Ghana"
Pralus,"Djakarta, Java and Ghana",0.75,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",0.77,U.K.,3.5, ,Ecuador
Pump Street Bakery,"Crayfish Bay Estate, 2014",0.7,U.K.,3.5,Trinitario,Grenada
Pump Street Bakery,"Akesson's, batch 4411",0.74,U.K.,3.5,Criollo,Madagascar
Pump Street Bakery,Honduras,0.8,U.K.,2.75, ,Honduras
